parent_id,object_location,objectid,title,date,date-is-approximate?,creator,recipient,description,item_information,subject,location,latitude,longitude,related_publication,publisher-digital,source,findingaid,original-identifier,identifier,rights,rightsstatement,type,format,language,relation,display_template,image_small,image_thumb
,https://www.ncpedia.org/biography/lane-lunsford,juneteenth069,"Lane, Lunsford",1803-1863,yes,"Cotten, Alice R.",,Article about enslaved man Lunsford Lane who bought his freedom,single-page; article,"African American authors; African American men; African Americans--Biography; African American men--Social conditions; Enslaved persons' writings, American; Literature--North Carolina; North Carolina--In literature; Slavery--North Carolina--History","Raleigh, North Carolina; Philadelphia, Pennsylvania; New York, United States; Boston, Massachusetts; Worcester, Massachusetts; Oberlin, Ohio",,,https://www.ncpedia.org/anchor/primary-source-lunsford-lane; https://www.ncpedia.org/slave-narratives ,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/6243,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/069_lane_lunsford_sm.jpg,/objects/thumbs/069_lane_lunsford_th.jpg
,https://www.ncpedia.org/anchor/primary-source-lunsford-lane,juneteenth070,Primary Source: Lunsford Lane Buys His Freedom,1842,no,"Lane, Lunsford",,Primary source narrative from Lunsford Lane about his life in enslavement and his work to save to purchase his freedom ,single-page; article,"African American authors; African American men; African Americans--Biography; African American men--Social conditions; Enslaved persons' writings, American; Literature--North Carolina; North Carolina--In literature; Slavery--North Carolina--History","Raleigh, North Carolina",,,https://www.ncpedia.org/biography/lane-lunsford,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/13701,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/070_lane_lunsford_sm.jpg,/objects/thumbs/070_lane_lunsford_th.jpg
,https://www.ncpedia.org/biography/rush-christopher,juneteenth071,"Rush, Christopher",1777-1873,no,"Carroll, Grady Lee Ernest",,Article about enslaved man Christopher Rush,single-page; article,African American authors; African American men; African Americans--Biography; African American men--Social conditions; African Americans--Religion; Antislavery movements--United States; Methodist Episcopal Church; Slavery--North Carolina--History,"Craven County, North Carolina; New York, United States; New Haven, Connecticut; Philadelphia, Pennsylvania",,,,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/1031,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/071_rush_christopher_sm.jpg,/objects/thumbs/071_rush_christopher_th.jpg
,https://www.ncpedia.org/titus-ishmael,juneteenth072,"Titus, Ishmael",1745-1855,no,"Dease, Jared and Andrea Smythe",,Article about enslaved man Ishmael Titus who served in the Revolutionary War,single-page; article,"African American men; African American soldiers--History; African Americans--Biography; Enslaved persons--Emancipation--United States; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers; Revolutionary War, American, 1775-1783","Amelia County, Virginia; Stokes County, North Carolina; Rowan County, North Carolina; New Rochelle, New York; Ballston, New York; Troy, New York; Savoy, Massachusetts; Bennington County, Vermont; Williamstown, Massachusetts",,,,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/26127,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/072_ishmael_titus_sm.jpg,/objects/thumbs/072_ishmael_titus_th.jpg
,https://www.ncpedia.org/anchor/primary-source-james-curry,juneteenth073,Primary Source: James Curry Escapes from Slavery,1840,no,"Curry, James",,Primary source narrative written by enslaved man James Curry about his escape from enslavement,single-page; article,"African American authors; African American men; African Americans--Biography; African American men--Social conditions; Enslaved persons' writings, American; Fugitive slaves; Literature--North Carolina; North Carolina--In literature; Slavery--North Carolina--History","Person County, North Carolina; Massachusetts, United States",,,https://docsouth.unc.edu/neh/curry/curry.html,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/13702,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/073_ranaway-curry_sm.jpg,/objects/thumbs/073_ranaway-curry_th.jpg
,https://www.ncpedia.org/waywelived/planters-and-slaves,juneteenth074,Planters and Slaves,1770-1820,yes,"Fenn, Elizabeth A., Peter H. Wood, Harry L. Watson, Thomas H. Clayton, Sydney Nathans, Thomas C. Parramore, and Jean B. Anderson",,Article about Planters and Plantations and the enslaved people who worked on them as well as ways they resisted their enslavement,single-page; article,Enslaved persons; Plantation life; Slaveholders; Slavery--North Carolina--History,"North Carolina, United States",,,,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/25855,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/074_planters_and_slaves_sm.jpg,/objects/thumbs/074_planters_and_slaves_th.jpg
juneteenth018,https://www.ncpedia.org/somerset-place,juneteenth075,Somerset Place,1785-1865,no,"Powell, William S.",,Article about Somerset Place Plantation,single-page; article,Historic sites--North Carolina; Plantations--North Carolina; Plantations--North Carolina--Somerset; Somerset Place (N.C.),"Raleigh, North Carolina; Wilmington, North Carolina",,,https://www.ncpedia.org/history/somerset-place,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/3441,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/075_somerset_place_sm.jpg,/objects/thumbs/075_somerset_place_th.jpg
juneteenth010,https://www.ncpedia.org/stagville,juneteenth076,Stagville,1787-1976,no,"Spicer, Shirl",,Article about Stagville Plantation,single-page; article,Historic sites--North Carolina; Plantations--North Carolina,"North Carolina, United States",,,https://www.stagville.org/,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/3467,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/076_stagville_sm.jpg,/objects/thumbs/076_stagville_th.jpg
juneteenth030,https://www.ncpedia.org/bennett-place,juneteenth077,Bennett Place,1865,yes,"Powell, William S.",,Article about the Civil War negotiations at Bennett Place,single-page; article,"Bennett Place State Historic Site; Historic sites--North Carolina; North Carolina--History--Civil War, 1861-1865","Durham, North Carolina",,,https://www.bennettplacehistoricsite.com/;  https://www.ncpedia.org/monument/unity-monument-bennett ,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/1952,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/077_bennett_place_sm.jpg,/objects/thumbs/077_bennett_place_th.jpg
,https://www.ncpedia.org/dred,juneteenth078,Dred,1856,no,"Inscoe, John C.",,"Article about Harriet Beecher Stowe's book Dred, which was a sequel to Uncle Tom's Cabin",single-page; article,African Americans--Social conditions; Antislavery movements; Enslaved persons--Social conditions; Great Dismal Swamp (N.C. and Va.); Literature--North Carolina; North Carolina--In literature; Slavery--North Carolina--History,"North Carolina, United States",,,,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/2358,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/078_dred_sm.jpg,/objects/thumbs/078_dred_th.jpg
,https://www.ncpedia.org/slave-narratives,juneteenth079,Slave Narratives,,,"Criner, Allyson C. and Steven E. Nash",,Article about slave narratives,single-page; article,"African American authors; African American men; African Americans--Biography; African American women; Enslaved persons' writings, American; Literature--North Carolina; North Carolina--In literature; Slavery--North Carolina--History",,,,https://www.ncpedia.org/biography/jacobs-harriet; https://www.ncpedia.org/biography/grandy-moses; https://www.ncpedia.org/biography/bond-hannah; https://www.ncpedia.org/biography/lane-lunsford    ,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/3423,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/079_slave_narratives_sm.jpg,/objects/thumbs/079_slave_narratives_th.jpg
,https://www.ncpedia.org/anchor/jonkonnu-north-carolina,juneteenth080,Jonkonnu,,,"Dease, Jared",,Article about the Christmas celebration of Jonkonnu that was obsrved by many enslaved people,single-page; article,African American; African Americans--Social life and customs; Jonkonnu (Festival)--North Carolina--History,"North Carolina, United States; Caribbean",,,,NCpedia,State Library of NC. Tar Heel Junior HIstorian.,,,/node/13703,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,Text,text/html,eng,,pdf,/objects/small/080_john_kuners_sm.jpg,/objects/thumbs/080_john_kuners_th.jpg
